rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
1,September,"Earth, Wind & Fire",[],,,1978,"[""disco"",""jazz"",""funk"",""jazz funk"",""soul""]","[""und""]",,,,,,,spotify_streams,2427607659.0,streams,2427607659,Spotify,,141.03543954913027,7zUogmz7vHIVvsOSuSynKL,,,https://kworb.net/spotify/songs.html,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""jazz_depth"",""matched_source_genres"":[""disco"",""jazz"",""funk"",""jazz funk"",""soul""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
2,Let's Groove,"Earth, Wind & Fire",[],Disco 100,2009-09-25,1981,"[""funk"",""soul"",""disco"",""jazz funk""]","[""und""]",,,,,,,spotify_streams,932265302.0,streams,932265302,Spotify,,134.680647817769,5XVA46Iox7msFKmZe63C9Y,,,https://kworb.net/spotify/songs.html,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""jazz_depth"",""matched_source_genres"":[""funk"",""soul"",""disco"",""jazz funk""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
3,(Sittin' On) the Dock of the Bay,Otis Redding,[],,,1968,"[""classic soul"",""memphis soul"",""soul"",""soul blues"",""southern soul"",""vocal jazz"",""blues""]","[""und""]",,,,,,,spotify_streams,1135311974.0,streams,1135311974,Spotify,,134.03221994919576,50uGbeaQIxKiSc7jvRTjWx,,,https://kworb.net/spotify/songs.html,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""jazz_depth"",""matched_source_genres"":[""classic soul"",""memphis soul"",""soul"",""soul blues"",""southern soul"",""vocal jazz"",""blues""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
4,Just the Two of Us,"Grover Washington, Jr.",[],,,1980,"[""jazz""]","[""und""]",,,,,,,spotify_streams,940197956.0,streams,940197956,Spotify,,133.0793922525773,5fdNHVZHbWB1AaXk4RBGVD,,,https://kworb.net/spotify/songs.html,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""jazz_depth"",""matched_source_genres"":[""jazz""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
5,Boogie Wonderland,"Earth, Wind & Fire",[],I Am,,1979,"[""disco"",""jazz""]","[""und""]",,,,,,,spotify_streams,826145752.0,streams,826145752,Spotify,,132.66837891675888,6ztstiyZL6FXzh4aG46ZPD,,,https://kworb.net/spotify/songs.html,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""jazz_depth"",""matched_source_genres"":[""disco"",""jazz""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
6,I Say a Little Prayer,Aretha Franklin,[],,,1968,"[""classic soul"",""jazz blues"",""memphis soul"",""soul"",""southern soul"",""vocal jazz"",""jazz"",""blues""]","[""und""]",,,,,,,spotify_streams,836839275.0,streams,836839275,Spotify,,132.39313062524374,7haFcQaoTBr2qY6G0r4JSH,,,https://kworb.net/spotify/songs.html,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""jazz_depth"",""matched_source_genres"":[""classic soul"",""jazz blues"",""memphis soul"",""soul"",""southern soul"",""vocal jazz"",""jazz"",""blues""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
7,Don't Know Why,Norah Jones,[],Come Away With Me (Super Deluxe Edition),,2002,"[""jazz"",""j-pop""]","[""und""]",,,,,,,spotify_streams,743456901.0,streams,743456901,Spotify,,131.7889190135755,7uki3SHvd09GpX4Fbq95Ui,,,https://kworb.net/spotify/songs.html,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""jazz_depth"",""matched_source_genres"":[""jazz"",""j-pop""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
8,Feeling Good,Michael Bublé,[],,2005-02-08,2005,"[""jazz"",""j-pop""]","[""und""]",,,,,,,spotify_streams,751904570.0,streams,751904570,Spotify,,131.62593396494924,57rnZ6f2YgQW0iw2kT12Kt,,,https://kworb.net/spotify/songs.html,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""jazz_depth"",""matched_source_genres"":[""jazz"",""j-pop""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
9,At Last,Etta James,[],At Last!,1960,1960,"[""blues"",""soul"",""jazz blues"",""soul blues"",""torch song"",""vocal jazz"",""jazz""]","[""und""]",,,,,,,spotify_streams,712048146.0,streams,712048146,Spotify,,131.50932527644332,7mULdwxJbL0Pl7yvrACd2X,,,https://kworb.net/spotify/songs.html,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""jazz_depth"",""matched_source_genres"":[""blues"",""soul"",""jazz blues"",""soul blues"",""torch song"",""vocal jazz"",""jazz""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
10,What A Wonderful World,Louis Armstrong,[],,,1968,"[""jazz"",""adult standards"",""dixieland"",""harlem renaissance"",""jazz trumpet"",""new orleans jazz"",""soul"",""swing"",""vocal jazz""]","[""und""]",,,,,,,spotify_streams,843125791.0,streams,843125791,Spotify,,131.23351663955222,7FIDlngkZYOlguv8fKGZBd,,,https://kworb.net/spotify/songs.html,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""jazz_depth"",""matched_source_genres"":[""jazz"",""adult standards"",""dixieland"",""harlem renaissance"",""jazz trumpet"",""new orleans jazz"",""soul"",""swing"",""vocal jazz""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
11,Son of a Preacher Man,Dusty Springfield,[],Hit Soul,2017-09-18,1969,"[""adult standards"",""british invasion"",""soul"",""vocal jazz"",""british""]","[""und""]",,,,,,,spotify_streams,778152884.0,streams,778152884,Spotify,,130.72966058162626,7odHgoLFi3GQ90E9PeraI3,,,https://kworb.net/spotify/songs.html,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""jazz_depth"",""matched_source_genres"":[""adult standards"",""british invasion"",""soul"",""vocal jazz"",""british""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
12,It's Beginning to Look a Lot Like Christmas,Michael Bublé,[],,,2011,"[""jazz"",""j-pop"",""adult standards"",""canadian pop"",""jazz pop"",""lounge""]","[""und""]",,,,,,,spotify_streams,1357278906.0,streams,1357278906,Spotify,,129.59747822361345,6Zr8jqdDNrwhZ3knkDLYfA,,,https://kworb.net/spotify/songs.html,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""jazz_depth"",""matched_source_genres"":[""jazz"",""j-pop"",""adult standards"",""canadian pop"",""jazz pop"",""lounge""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
13,Let It Snow! Let It Snow! Let It Snow!,Dean Martin,[],,,1959,"[""adult standards"",""easy listening"",""lounge"",""vocal jazz"",""jazz""]","[""und""]",,,,,,,spotify_streams,1013060584.0,streams,1013060584,Spotify,,128.24393169864476,6RDMoC2vd1dlVvTzYbCOUU,,,https://kworb.net/spotify/songs.html,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""jazz_depth"",""matched_source_genres"":[""adult standards"",""easy listening"",""lounge"",""vocal jazz"",""jazz""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
14,The Christmas Song (Merry Christmas To You),Nat King Cole,[],,,1962,"[""jazz""]","[""und""]",,,,,,,spotify_streams,752969820.0,streams,752969820,Spotify,,122.68128717414346,70rtpDRKKrpw7sx5U8OQAc,,,https://kworb.net/spotify/songs.html,2026-09-12,Category membership comes from source genre/metadata tags; popularity evidence is preserved.,"{""culture_category"":""jazz_depth"",""matched_source_genres"":[""jazz""],""matched_unserious_title_phrase"":false,""selection"":""source genre/tag membership plus source-backed popularity ranking""}"
