rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
270001,Ideal Week End,犬三風,"[""IA""]",,2024-02-22T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,226.0,views,,,226,,,,,https://www.youtube.com/watch?v=edKDmkmAKfI,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":668410,""vocadb_url"":""https://vocadb.net/S/668410"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""edKDmkmAKfI"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""犬三風"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":226,""official_youtube_pvs"":[{""video_id"":""edKDmkmAKfI"",""views"":226,""author"":""犬三風"",""url"":""https://youtu.be/edKDmkmAKfI""}],""highest_individual_official_pv_views"":226,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""犬三風""],""voice_synth_vocalists"":[""IA""],""voice_synth_types"":{""IA"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""犬三風"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":107343},{""name"":""IA"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":504}]}"
270002,Félicette,Ghostie Q,"[""Eleanor Forte"",""Fern717""]",,2025-01-09T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,226.0,views,,,226,,,,,https://www.youtube.com/watch?v=YfKcefRaQUk,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":729460,""vocadb_url"":""https://vocadb.net/S/729460"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""YfKcefRaQUk"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Fern717"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":226,""official_youtube_pvs"":[{""video_id"":""YfKcefRaQUk"",""views"":226,""author"":""Fern717"",""url"":""https://youtu.be/YfKcefRaQUk""}],""highest_individual_official_pv_views"":226,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Ghostie Q"",""Fern717""],""voice_synth_vocalists"":[""Eleanor Forte""],""voice_synth_types"":{""Eleanor Forte"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""Eleanor Forte"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":66906},{""name"":""Ghostie Q"",""artist_type"":""Producer"",""roles"":[""arranger"",""instrumentalist""],""is_support"":false,""vocadb_artist_id"":142245},{""name"":""Fern717"",""artist_type"":""Producer"",""roles"":[""animator"",""lyricist"",""mastering"",""publisher"",""voicemanipulator""],""is_support"":false,""vocadb_artist_id"":154411}]}"
270003,DARK UNIVERSE V2,小野澤徹,"[""初音ミク V4 (English)""]",,2019-07-13T00:00:00Z,2019,[],"[""und""]",,,,,,,youtube_views,226.0,views,,,226,,,,,https://www.youtube.com/watch?v=7hY927ZAeks,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":245961,""vocadb_url"":""https://vocadb.net/S/245961"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""7hY927ZAeks"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Tetsu70 Music Lab | Block World™"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":226,""official_youtube_pvs"":[{""video_id"":""7hY927ZAeks"",""views"":226,""author"":""Tetsu70 Music Lab | Block World™"",""url"":""https://youtu.be/7hY927ZAeks""}],""highest_individual_official_pv_views"":226,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""小野澤徹""],""voice_synth_vocalists"":[""初音ミク V4 (English)""],""voice_synth_types"":{""初音ミク V4 (English)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""小野澤徹"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":74214},{""name"":""初音ミク V4 (English)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":49724}]}"
270004,ワンダー,リロイ,"[""初音ミク""]",,2024-02-02T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,226.0,views,,,226,,,,,https://www.youtube.com/watch?v=W92PynbwnCY,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":581745,""vocadb_url"":""https://vocadb.net/S/581745"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""W92PynbwnCY"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""rilOI P/SSW"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":226,""official_youtube_pvs"":[{""video_id"":""W92PynbwnCY"",""views"":226,""author"":""rilOI P/SSW"",""url"":""https://youtu.be/W92PynbwnCY""}],""highest_individual_official_pv_views"":226,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""リロイ""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""リロイ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":105282},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
270005,私の特等席,いのし課長Ｐ,"[""MEIKO""]",,2018-01-11T00:00:00Z,2018,[],"[""und""]",,,,,,,youtube_views,226.0,views,,,226,,,,,https://www.youtube.com/watch?v=l4kTR_dVYAA,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":226569,""vocadb_url"":""https://vocadb.net/S/226569"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""l4kTR_dVYAA"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""いのし課長"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":226,""official_youtube_pvs"":[{""video_id"":""l4kTR_dVYAA"",""views"":226,""author"":""いのし課長"",""url"":""https://youtu.be/l4kTR_dVYAA""}],""highest_individual_official_pv_views"":226,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""いのし課長Ｐ""],""voice_synth_vocalists"":[""MEIKO""],""voice_synth_types"":{""MEIKO"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""MEIKO"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":176},{""name"":""いのし課長Ｐ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":18735},{""name"":""浅野イツキ"",""artist_type"":""Lyricist"",""roles"":[""lyricist""],""is_support"":false,""vocadb_artist_id"":59661},{""name"":""Yuji N"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":71313},{""name"":""みわみみ"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":21393}]}"
270006,Be brave,タテゾウ,"[""IA""]",,2025-02-21T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,226.0,views,,,226,,,,,https://www.youtube.com/watch?v=yu2un1YbJrM,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":765488,""vocadb_url"":""https://vocadb.net/S/765488"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""yu2un1YbJrM"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""タテゾウ　オリジナル曲製作所"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":226,""official_youtube_pvs"":[{""video_id"":""yu2un1YbJrM"",""views"":226,""author"":""タテゾウ　オリジナル曲製作所"",""url"":""https://youtu.be/yu2un1YbJrM""}],""highest_individual_official_pv_views"":226,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""タテゾウ""],""voice_synth_vocalists"":[""IA""],""voice_synth_types"":{""IA"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""タテゾウ"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":157971},{""name"":""IA"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":504}]}"
270007,Chasing Glory,haramake,"[""初音ミク""]",,2025-06-12T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,226.0,views,,,226,,,,,https://www.youtube.com/watch?v=H_ztPr8vfLQ,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":989460,""vocadb_url"":""https://vocadb.net/S/989460"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""H_ztPr8vfLQ"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""haramake / はらまけ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":226,""official_youtube_pvs"":[{""video_id"":""H_ztPr8vfLQ"",""views"":226,""author"":""haramake / はらまけ"",""url"":""https://youtu.be/H_ztPr8vfLQ""}],""highest_individual_official_pv_views"":226,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""haramake""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""haramake"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":190267},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
270008,シンプル依存症,無沙汰,"[""鏡音リン""]",,2024-11-18T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,226.0,views,,,226,,,,,https://www.youtube.com/watch?v=i5_APt9Zh2s,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":703152,""vocadb_url"":""https://vocadb.net/S/703152"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""i5_APt9Zh2s"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""無沙汰"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":226,""official_youtube_pvs"":[{""video_id"":""i5_APt9Zh2s"",""views"":226,""author"":""無沙汰"",""url"":""https://youtu.be/i5_APt9Zh2s""}],""highest_individual_official_pv_views"":226,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""無沙汰""],""voice_synth_vocalists"":[""鏡音リン""],""voice_synth_types"":{""鏡音リン"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""無沙汰"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":110536},{""name"":""鏡音リン"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":14}]}"
270009,輝く恒星,たままる,"[""初音ミク""]",,2022-10-07T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,226.0,views,,,226,,,,,https://www.youtube.com/watch?v=4Lxk30UBdPc,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":460422,""vocadb_url"":""https://vocadb.net/S/460422"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""4Lxk30UBdPc"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""たままる"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":226,""official_youtube_pvs"":[{""video_id"":""4Lxk30UBdPc"",""views"":226,""author"":""たままる"",""url"":""https://youtu.be/4Lxk30UBdPc""}],""highest_individual_official_pv_views"":226,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""たままる""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""たままる"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":112889},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""ほたて"",""artist_type"":""Animator"",""roles"":[""animator"",""illustrator""],""is_support"":false,""vocadb_artist_id"":112890}]}"
270010,吸って 吐いて,monof,"[""初音ミク""]",,2024-08-14T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,226.0,views,,,226,,,,,https://www.youtube.com/watch?v=6sJfgKW01XE,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":669257,""vocadb_url"":""https://vocadb.net/S/669257"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""6sJfgKW01XE"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Monof"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":226,""official_youtube_pvs"":[{""video_id"":""6sJfgKW01XE"",""views"":226,""author"":""Monof"",""url"":""https://youtu.be/6sJfgKW01XE""}],""highest_individual_official_pv_views"":226,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""monof""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""monof"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":125717},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
