rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
120001,Fire◎Flower,Shibuya HAL,[],,2022-08-30,2022,[],"[""und""]",,,,,Shibuya HAL,True,youtube_views,284002.0,views,,,284002,,,,,https://www.youtube.com/watch?v=WeG_HuGe-VY,2026-09-11,Classified by Holodex; view count from official YouTube Data API.,"{""holodex_video_id"":""WeG_HuGe-VY"",""holodex_topic"":""Original_Song"",""mentions"":[]}"
120002,eight hundred,ピノキオピー,"[""初音ミク""]",,2009-04-13T00:00:00Z,2009,[],"[""und""]",,,,,,,youtube_views,283899.0,views,,,283899,,,,,https://www.youtube.com/watch?v=2trNXrUuGrs,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":10492,""vocadb_url"":""https://vocadb.net/S/10492"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":123,""youtube_video_id"":""2trNXrUuGrs"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ピノキオピー PINOCCHIOP OFFICIAL CHANNEL"",""official_youtube_pv_count"":2,""official_youtube_resolved_pv_count"":2,""official_youtube_total_views"":289424,""official_youtube_pvs"":[{""video_id"":""2trNXrUuGrs"",""views"":283899,""author"":""ピノキオピー PINOCCHIOP OFFICIAL CHANNEL"",""url"":""https://youtu.be/2trNXrUuGrs""},{""video_id"":""QhbEAPxR544"",""views"":5525,""author"":""PinocchioP - Topic"",""url"":""https://youtu.be/QhbEAPxR544""}],""highest_individual_official_pv_views"":283899,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ピノキオピー""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""ピノキオピー"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":28},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
120003,ローファー,40mP,"[""小春六花 Standard""]",,2021-03-12T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,283892.0,views,,,283892,,,,,https://www.youtube.com/watch?v=ywrpv1KyTcg,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":321967,""vocadb_url"":""https://vocadb.net/S/321967"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":53,""youtube_video_id"":""ywrpv1KyTcg"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""40meterP"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":283892,""official_youtube_pvs"":[{""video_id"":""ywrpv1KyTcg"",""views"":283892,""author"":""40meterP"",""url"":""https://youtu.be/ywrpv1KyTcg""}],""highest_individual_official_pv_views"":283892,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""40mP""],""voice_synth_vocalists"":[""小春六花 Standard""],""voice_synth_types"":{""小春六花 Standard"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""小春六花 Standard"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":85846},{""name"":""40mP"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":8},{""name"":""てる"",""artist_type"":""Illustrator"",""roles"":[""animator""],""is_support"":false,""vocadb_artist_id"":21369},{""name"":""su"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":88437}]}"
120004,ばいばい、テディベア,HACHI,[],,2022-05-06,2022,[],"[""und""]",,,,, HACHI,True,youtube_views,283866.0,views,,,283866,,,,,https://www.youtube.com/watch?v=KZKujthXguU,2026-09-11,Classified by Holodex; view count from official YouTube Data API.,"{""holodex_video_id"":""KZKujthXguU"",""holodex_topic"":""Original_Song"",""mentions"":[],""alternate_metrics"":[{""metric_name"":""youtube_views"",""metric_value"":34264.0,""metric_unit"":""views"",""listen_count"":null,""view_count"":34264,""source_url"":""https://www.youtube.com/watch?v=NLbHzBpdTRM"",""retrieved_at"":""2026-09-11""}],""merged_sources"":[""https://www.youtube.com/watch?v=KZKujthXguU"",""https://www.youtube.com/watch?v=NLbHzBpdTRM""]}"
120005,わがままで何が悪い！,hiroki.,"[""初音ミク"",""重音テトSV"",""セブヶ崎詠人"",""瑠芽"",""miru""]",,2026-07-17T00:00:00Z,2026,[],"[""und""]",,,,,,,youtube_views,283850.0,views,,,283850,,,,,https://www.youtube.com/watch?v=fyvfjx7MHLw,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":1003613,""vocadb_url"":""https://vocadb.net/S/1003613"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":5,""youtube_video_id"":""fyvfjx7MHLw"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""hiroki."",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":283850,""official_youtube_pvs"":[{""video_id"":""fyvfjx7MHLw"",""views"":283850,""author"":""hiroki."",""url"":""https://youtu.be/fyvfjx7MHLw""}],""highest_individual_official_pv_views"":283850,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""hiroki."",""セブヶ崎詠人"",""瑠芽"",""miru""],""voice_synth_vocalists"":[""初音ミク"",""重音テトSV""],""voice_synth_types"":{""初音ミク"":""vocaloid"",""重音テトSV"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""hiroki."",""artist_type"":""Producer"",""roles"":[""arranger"",""composer"",""lyricist""],""is_support"":false,""vocadb_artist_id"":91440},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""天麗"",""artist_type"":""Illustrator"",""roles"":[""animator"",""illustrator""],""is_support"":false,""vocadb_artist_id"":134606},{""name"":""神綺杏菜"",""artist_type"":null,""roles"":[""animator""],""is_support"":false,""vocadb_artist_id"":null},{""name"":""セブヶ崎詠人"",""artist_type"":""Producer"",""roles"":[""voicemanipulator""],""is_support"":false,""vocadb_artist_id"":49409},{""name"":""のだめろん"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":109303},{""name"":""瑠芽"",""artist_type"":""Producer"",""roles"":[""other""],""is_support"":false,""vocadb_artist_id"":87691},{""name"":""miru"",""artist_type"":""Producer"",""roles"":[""instrumentalist""],""is_support"":false,""vocadb_artist_id"":95381},{""name"":""石田涼介"",""artist_type"":null,""roles"":[""mastering"",""mixer""],""is_support"":false,""vocadb_artist_id"":null},{""name"":""重音テトSV"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":118397}]}"
120006,Lagu Karbit,Vandaris Silvester,"[""重音テトSV2"",""Synthesizer V 2 AI 音街ウナ"",""Hoshirou-to64P""]",,2026-08-29T00:00:00Z,2026,[],"[""und""]",,,,,,,youtube_views,283846.0,views,,,283846,,,,,https://www.youtube.com/watch?v=F6iXHl7aV9c,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":1026489,""vocadb_url"":""https://vocadb.net/S/1026489"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""F6iXHl7aV9c"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Vandaris Silvester"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":283846,""official_youtube_pvs"":[{""video_id"":""F6iXHl7aV9c"",""views"":283846,""author"":""Vandaris Silvester"",""url"":""https://youtu.be/F6iXHl7aV9c""}],""highest_individual_official_pv_views"":283846,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Vandaris Silvester"",""Hoshirou-to64P""],""voice_synth_vocalists"":[""重音テトSV2"",""Synthesizer V 2 AI 音街ウナ""],""voice_synth_types"":{""重音テトSV2"":""synthesizerv"",""Synthesizer V 2 AI 音街ウナ"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""Vandaris Silvester"",""artist_type"":""Producer"",""roles"":[""composer"",""mixer""],""is_support"":false,""vocadb_artist_id"":139102},{""name"":""重音テトSV2"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":171066},{""name"":""Synthesizer V 2 AI 音街ウナ"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":166384},{""name"":""Hoshirou-to64P"",""artist_type"":""Producer"",""roles"":[""mastering""],""is_support"":false,""vocadb_artist_id"":151692}]}"
120007,スコール,春野,"[""初音ミク V4X (Sweet)""]",,2017-06-05T00:00:00Z,2017,[],"[""und""]",,,,,,,youtube_views,283765.0,views,,,283765,,,,,https://www.youtube.com/watch?v=CpcJ2QPEJv4,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":158637,""vocadb_url"":""https://vocadb.net/S/158637"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":32,""youtube_video_id"":""CpcJ2QPEJv4"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""春野 / haruno"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":283765,""official_youtube_pvs"":[{""video_id"":""CpcJ2QPEJv4"",""views"":283765,""author"":""春野 / haruno"",""url"":""https://youtu.be/CpcJ2QPEJv4""}],""highest_individual_official_pv_views"":283765,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""春野""],""voice_synth_vocalists"":[""初音ミク V4X (Sweet)""],""voice_synth_types"":{""初音ミク V4X (Sweet)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク V4X (Sweet)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":50236},{""name"":""春野"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":56280},{""name"":""mits"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":56281},{""name"":""32"",""artist_type"":""Animator"",""roles"":[""animator""],""is_support"":false,""vocadb_artist_id"":21312}]}"
120008,ンチロギ,ヴォケドリ,"[""GUMI""]",,2012-06-22T00:00:00Z,2012,[],"[""und""]",,,,,,,youtube_views,283563.0,views,,,283563,,,,,https://www.youtube.com/watch?v=_wmW1XyWkaw,2026-09-11,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":104529,""vocadb_url"":""https://vocadb.net/S/104529"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":21,""youtube_video_id"":""_wmW1XyWkaw"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""菩化鳥 ヴォケドリ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":283563,""official_youtube_pvs"":[{""video_id"":""_wmW1XyWkaw"",""views"":283563,""author"":""菩化鳥 ヴォケドリ"",""url"":""https://youtu.be/_wmW1XyWkaw""}],""highest_individual_official_pv_views"":283563,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ヴォケドリ""],""voice_synth_vocalists"":[""GUMI""],""voice_synth_types"":{""GUMI"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""GUMI"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":3},{""name"":""ヴォケドリ"",""artist_type"":""Producer"",""roles"":[""composer"",""lyricist""],""is_support"":false,""vocadb_artist_id"":5499},{""name"":""川野"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":5709},{""name"":""JYO-U"",""artist_type"":""OtherIndividual"",""roles"":[""mixer""],""is_support"":false,""vocadb_artist_id"":43173},{""name"":""らおん"",""artist_type"":null,""roles"":[""animator""],""is_support"":false,""vocadb_artist_id"":null}]}"
120009,妄執のゲルニカ,TaKU.K,"[""初音ミク""]",,2017-08-11T00:00:00Z,2017,[],"[""und""]",,,,,,,youtube_views,283420.0,views,,,283420,,,,,https://www.youtube.com/watch?v=3B4lrq10QPE,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":164257,""vocadb_url"":""https://vocadb.net/S/164257"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":35,""youtube_video_id"":""3B4lrq10QPE"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""TaKU.K official"",""official_youtube_pv_count"":2,""official_youtube_resolved_pv_count"":2,""official_youtube_total_views"":318718,""official_youtube_pvs"":[{""video_id"":""3B4lrq10QPE"",""views"":283420,""author"":""TaKU.K official"",""url"":""https://youtu.be/3B4lrq10QPE""},{""video_id"":""4RFh_turhDE"",""views"":35298,""author"":""TaKU.K - Topic"",""url"":""https://youtu.be/4RFh_turhDE""}],""highest_individual_official_pv_views"":283420,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""TaKU.K""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""TaKU.K"",""artist_type"":""Producer"",""roles"":[""composer""],""is_support"":false,""vocadb_artist_id"":21387},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""薬屋"",""artist_type"":""Illustrator"",""roles"":[""animator""],""is_support"":false,""vocadb_artist_id"":16648},{""name"":""utako"",""artist_type"":""OtherIndividual"",""roles"":[""mastering""],""is_support"":false,""vocadb_artist_id"":13029}]}"
120010,梅雨明けの,ぷす,"[""初音ミク""]",,2015-06-12T00:00:00Z,2015,[],"[""und""]",,,,,,,youtube_views,283412.0,views,,,283412,,,,,https://www.youtube.com/watch?v=cEVRIj6jH7w,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":85425,""vocadb_url"":""https://vocadb.net/S/85425"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":24,""youtube_video_id"":""cEVRIj6jH7w"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""ツユ"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":283412,""official_youtube_pvs"":[{""video_id"":""cEVRIj6jH7w"",""views"":283412,""author"":""ツユ"",""url"":""https://youtu.be/cEVRIj6jH7w""}],""highest_individual_official_pv_views"":283412,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""ぷす""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""ぷす"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":3382},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""No.734"",""artist_type"":""Illustrator"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":8888}]}"
