rank,title,main_artist,featured_artists,album,release_date,release_year,genres,languages,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
290001,No Photos!,Panny,"[""京町セイカ AI""]",,2022-11-02T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,148.0,views,,,148,,,,,https://www.youtube.com/watch?v=M1-VWQkHTiI,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":542889,""vocadb_url"":""https://vocadb.net/S/542889"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""M1-VWQkHTiI"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""Panny"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":148,""official_youtube_pvs"":[{""video_id"":""M1-VWQkHTiI"",""views"":148,""author"":""Panny"",""url"":""https://youtu.be/M1-VWQkHTiI""}],""highest_individual_official_pv_views"":148,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""Panny""],""voice_synth_vocalists"":[""京町セイカ AI""],""voice_synth_types"":{""京町セイカ AI"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""Panny"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":102085},{""name"":""京町セイカ AI"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":97760},{""name"":""q_ros7"",""artist_type"":null,""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":null}]}"
290002,Pink Delphinium,GEN,"[""巡音ルカ""]",,2020-07-18T00:00:00Z,2020,[],"[""und""]",,,,,,,youtube_views,148.0,views,,,148,,,,,https://www.youtube.com/watch?v=q3lgb67wutw,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":340016,""vocadb_url"":""https://vocadb.net/S/340016"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""q3lgb67wutw"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""玄/GEniC Ch."",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":148,""official_youtube_pvs"":[{""video_id"":""q3lgb67wutw"",""views"":148,""author"":""玄/GEniC Ch."",""url"":""https://youtu.be/q3lgb67wutw""}],""highest_individual_official_pv_views"":148,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""GEN""],""voice_synth_vocalists"":[""巡音ルカ""],""voice_synth_types"":{""巡音ルカ"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""GEN"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":91849},{""name"":""巡音ルカ"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":2}]}"
290003,ノスタルジー・エピローグ,水野宮,"[""VY1""]",,2022-12-26T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,148.0,views,,,148,,,,,https://www.youtube.com/watch?v=zG6ifs_G5Jo,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":893633,""vocadb_url"":""https://vocadb.net/S/893633"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""zG6ifs_G5Jo"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""水野宮"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":148,""official_youtube_pvs"":[{""video_id"":""zG6ifs_G5Jo"",""views"":148,""author"":""水野宮"",""url"":""https://youtu.be/zG6ifs_G5Jo""}],""highest_individual_official_pv_views"":148,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""水野宮""],""voice_synth_vocalists"":[""VY1""],""voice_synth_types"":{""VY1"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""水野宮"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":126324},{""name"":""VY1"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":117}]}"
290004,歯車,丘与式杞憂,"[""可不""]",,2024-01-26T00:00:00Z,2024,[],"[""und""]",,,,,,,youtube_views,148.0,views,,,148,,,,,https://www.youtube.com/watch?v=vpdoIzr-7Dc,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":578925,""vocadb_url"":""https://vocadb.net/S/578925"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""vpdoIzr-7Dc"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""丘与式杞憂"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":148,""official_youtube_pvs"":[{""video_id"":""vpdoIzr-7Dc"",""views"":148,""author"":""丘与式杞憂"",""url"":""https://youtu.be/vpdoIzr-7Dc""}],""highest_individual_official_pv_views"":148,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""丘与式杞憂""],""voice_synth_vocalists"":[""可不""],""voice_synth_types"":{""可不"":""cevio""},""all_vocadb_artist_credits"":[{""name"":""丘与式杞憂"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":127570},{""name"":""可不"",""artist_type"":""CeVIO"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":83928}]}"
290005,晩夏の余罪,あげてん,"[""初音ミク""]",,2022-10-07T00:00:00Z,2022,[],"[""und""]",,,,,,,youtube_views,148.0,views,,,148,,,,,https://www.youtube.com/watch?v=8b_9uv4iCUo,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":443736,""vocadb_url"":""https://vocadb.net/S/443736"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""8b_9uv4iCUo"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""あげてん"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":148,""official_youtube_pvs"":[{""video_id"":""8b_9uv4iCUo"",""views"":148,""author"":""あげてん"",""url"":""https://youtu.be/8b_9uv4iCUo""}],""highest_individual_official_pv_views"":148,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""あげてん""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1},{""name"":""あげてん"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":109742},{""name"":""TAISUKE"",""artist_type"":""OtherIndividual"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":109744},{""name"":""olin"",""artist_type"":""CoverArtist"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":23602}]}"
290006,ミッドナイト,軈て,"[""重音テトSV""]",,2025-06-08T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,148.0,views,,,148,,,,,https://www.youtube.com/watch?v=VvZ43hddUMY,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":801240,""vocadb_url"":""https://vocadb.net/S/801240"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""VvZ43hddUMY"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""軈て-yagate-"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":148,""official_youtube_pvs"":[{""video_id"":""VvZ43hddUMY"",""views"":148,""author"":""軈て-yagate-"",""url"":""https://youtu.be/VvZ43hddUMY""}],""highest_individual_official_pv_views"":148,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""軈て""],""voice_synth_vocalists"":[""重音テトSV""],""voice_synth_types"":{""重音テトSV"":""synthesizerv""},""all_vocadb_artist_credits"":[{""name"":""軈て"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":90276},{""name"":""重音テトSV"",""artist_type"":""SynthesizerV"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":118397}]}"
290007,真っ赤だった,さうんどきゃんばす,"[""重音テト""]",,2025-02-21T00:00:00Z,2025,[],"[""und""]",,,,,,,youtube_views,148.0,views,,,148,,,,,https://www.youtube.com/watch?v=RZ3AV60xrGc,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":795475,""vocadb_url"":""https://vocadb.net/S/795475"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""RZ3AV60xrGc"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""SoundCanvas - Topic"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":148,""official_youtube_pvs"":[{""video_id"":""RZ3AV60xrGc"",""views"":148,""author"":""SoundCanvas - Topic"",""url"":""https://youtu.be/RZ3AV60xrGc""}],""highest_individual_official_pv_views"":148,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""さうんどきゃんばす""],""voice_synth_vocalists"":[""重音テト""],""voice_synth_types"":{""重音テト"":""utau""},""all_vocadb_artist_credits"":[{""name"":""さうんどきゃんばす"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":131560},{""name"":""重音テト"",""artist_type"":""UTAU"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":116}]}"
290008,自白,七人P,"[""初音ミク""]",,2021-05-01T00:00:00Z,2021,[],"[""und""]",,,,,,,youtube_views,148.0,views,,,148,,,,,https://www.youtube.com/watch?v=OEnuIlCxa0U,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":331473,""vocadb_url"":""https://vocadb.net/S/331473"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""OEnuIlCxa0U"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""七斗"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":148,""official_youtube_pvs"":[{""video_id"":""OEnuIlCxa0U"",""views"":148,""author"":""七斗"",""url"":""https://youtu.be/OEnuIlCxa0U""}],""highest_individual_official_pv_views"":148,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""七人P""],""voice_synth_vocalists"":[""初音ミク""],""voice_synth_types"":{""初音ミク"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""七人P"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":89538},{""name"":""初音ミク"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":1}]}"
290009,シーサイドソング,猫山田プロジェクト,"[""音街ウナ (Unknown)"",""兎胎虚無子""]",,2019-06-08T00:00:00Z,2019,[],"[""und""]",,,,,,,youtube_views,148.0,views,,,148,,,,,https://www.youtube.com/watch?v=yGnk6-EnOso,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":240917,""vocadb_url"":""https://vocadb.net/S/240917"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""yGnk6-EnOso"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""nekoyamada_project"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":148,""official_youtube_pvs"":[{""video_id"":""yGnk6-EnOso"",""views"":148,""author"":""nekoyamada_project"",""url"":""https://youtu.be/yGnk6-EnOso""}],""highest_individual_official_pv_views"":148,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[""猫山田プロジェクト"",""兎胎虚無子""],""voice_synth_vocalists"":[""音街ウナ (Unknown)""],""voice_synth_types"":{""音街ウナ (Unknown)"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""猫山田プロジェクト"",""artist_type"":""Producer"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":61542},{""name"":""音街ウナ (Unknown)"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":49701},{""name"":""兎胎虚無子"",""artist_type"":""Producer"",""roles"":[""illustrator""],""is_support"":false,""vocadb_artist_id"":64916},{""name"":""きなこ"",""artist_type"":""Lyricist"",""roles"":[""lyricist""],""is_support"":false,""vocadb_artist_id"":73869}]}"
290010,Cold,nasorohc,"[""巡音ルカ""]",,2010-07-04T00:00:00Z,2010,[],"[""und""]",,,,,,,youtube_views,148.0,views,,,148,,,,,https://www.youtube.com/watch?v=Ow9uBLhZ88A,2026-07-27,VocaDB SongType=Original and PVType=Original identify the original voice-synth song and authorized upload. The metric is the official API view count of its most-viewed enabled Original YouTube PV; PV counts are retained separately and are never summed.,"{""vocadb_id"":595326,""vocadb_url"":""https://vocadb.net/S/595326"",""vocadb_song_type"":""Original"",""vocadb_status"":""Finished"",""vocadb_rating_score"":0,""youtube_video_id"":""Ow9uBLhZ88A"",""youtube_pv_type"":""Original"",""youtube_pv_service"":""Youtube"",""youtube_pv_author"":""211sw"",""official_youtube_pv_count"":1,""official_youtube_resolved_pv_count"":1,""official_youtube_total_views"":148,""official_youtube_pvs"":[{""video_id"":""Ow9uBLhZ88A"",""views"":148,""author"":""211sw"",""url"":""https://youtu.be/Ow9uBLhZ88A""}],""highest_individual_official_pv_views"":148,""qualification_threshold_views"":null,""qualification_method"":""official_original_youtube_pv"",""selection"":""highest individual official Original YouTube PV view count"",""producer_artists"":[],""voice_synth_vocalists"":[""巡音ルカ""],""voice_synth_types"":{""巡音ルカ"":""vocaloid""},""all_vocadb_artist_credits"":[{""name"":""nasorohc"",""artist_type"":""CoverArtist"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":134751},{""name"":""巡音ルカ"",""artist_type"":""Vocaloid"",""roles"":[""default""],""is_support"":false,""vocadb_artist_id"":2}]}"
