rank,title,main_artist,featured_artists,album,release_date,release_year,genres,composer,anime_title,anime_popularity,screen_work,vtuber,is_original,metric_name,metric_value,metric_unit,listen_count,listen_source,view_count,overall_popularity_score,spotify_track_id,musicbrainz_recording_mbid,isrc,source_url,retrieved_at,source_notes,extra
1,Have You Ever Seen The Rain,Creedence Clearwater Revival,[],Pendulum (Expanded Edition),1970-12-07,1969,"[""album rock"",""classic rock"",""country"",""country rock"",""rock"",""southern rock"",""swamp rock""]",,,,,,,spotify_streams,2495075359.0,streams,2495075359,Spotify,,59.30469173261472,6UmnCDi8DGVLqh7M2gltkq,,USC4R2334181,https://kworb.net/spotify/songs.html,2026-07-22,Metric snapshot/date label: 2026-07-22.,"{""era_bucket"":""1960s"",""era_rank"":1,""metric_snapshot_date"":""2026-07-22"",""streams_is_cumulative"":true,""daily_streams"":1233128,""catalog_sources"":""spotify_2025_0_9m_features|spotify_600k_historical|spotify_2024_crossplatform|spotify_zenodo_0_9m|spotify_114k|spotify_top10000_2023""}"
2,Fortunate Son,Creedence Clearwater Revival,[],,,1969,"[""album rock"",""classic rock"",""country"",""country rock"",""rock"",""southern rock"",""swamp rock""]",,,,,,,spotify_streams,1954207566.0,streams,1954207566,Spotify,,57.667797967122816,7I2lPuuiOkpKtZlhr4zUpT,,,https://kworb.net/spotify/songs.html,2026-07-22,Metric snapshot/date label: 2026-07-22.,"{""era_bucket"":""1960s"",""era_rank"":2,""metric_snapshot_date"":""2026-07-22"",""streams_is_cumulative"":true,""daily_streams"":640353,""catalog_sources"":""spotify_zenodo_0_9m|spotify_2025_0_9m_features|spotify_114k|spotify_600k_historical|spotify_top10000_2023""}"
3,Ain't No Mountain High Enough,Marvin Gaye,[],,,1967,"[""classic soul"",""funk"",""motown"",""neo soul"",""northern soul"",""quiet storm"",""soul""]",,,,,,,spotify_streams,1929940255.0,streams,1929940255,Spotify,,57.27571493923301,7tqhbajSfrz2F7E1Z75ASX,,,https://kworb.net/spotify/songs.html,2026-07-22,Metric snapshot/date label: 2026-07-22.,"{""era_bucket"":""1960s"",""era_rank"":3,""metric_snapshot_date"":""2026-07-22"",""streams_is_cumulative"":true,""daily_streams"":782272,""catalog_sources"":""spotify_2025_0_9m_features|spotify_top10000_2023|spotify_zenodo_0_9m|spotify_114k|spotify_600k_historical""}"
4,Brown Eyed Girl,Van Morrison,[],Blowin' Your Mind!,1967-09,1967,"[""classic rock"",""folk"",""folk rock"",""heartland rock"",""mellow gold"",""rock"",""singer-songwriter"",""soft rock"",""songwriter""]",,,,,,,spotify_streams,1492020727.0,streams,1492020727,Spotify,,56.738966440635366,5KhtfxmVLso0pQfnZ49h36,,,https://kworb.net/spotify/songs.html,2026-07-22,Metric snapshot/date label: 2026-07-22.,"{""era_bucket"":""1960s"",""era_rank"":4,""metric_snapshot_date"":""2026-07-22"",""streams_is_cumulative"":true,""daily_streams"":377875,""catalog_sources"":""spotify_600k_historical|spotify_top10000_2023|spotify_114k|spotify_zenodo_0_9m|spotify_2025_0_9m_features""}"
5,"Paint It, Black",The Rolling Stones,[],Forty Licks,7/26/2023,1966,"[""album rock"",""british"",""british invasion"",""classic rock"",""rock""]",,,,,,,spotify_streams,1735997582.0,streams,1735997582,Spotify,,56.40398786198633,73SPjNZV2wVy8imEmckGYw,,USA172010502,https://kworb.net/spotify/songs.html,2026-07-22,Metric snapshot/date label: 2026-07-22.,"{""era_bucket"":""1960s"",""era_rank"":5,""metric_snapshot_date"":""2026-07-22"",""streams_is_cumulative"":true,""daily_streams"":598877,""catalog_sources"":""spotify_zenodo_0_9m|spotify_600k_historical|spotify_2024_crossplatform|spotify_114k|spotify_2025_0_9m_features""}"
6,Stand By Me,Ben E. King,[],Don't Play That Song (Mono),1962-08-20,1962,"[""r-n-b"",""rock"",""rock-and-roll"",""rock-n-roll"",""soul""]",,,,,,,spotify_streams,1738294182.0,streams,1738294182,Spotify,,56.30243745464822,7jmHyHMEqm9MJWiMAneF05,,,https://kworb.net/spotify/songs.html,2026-07-22,Metric snapshot/date label: 2026-07-22.,"{""era_bucket"":""1960s"",""era_rank"":6,""metric_snapshot_date"":""2026-07-22"",""streams_is_cumulative"":true,""daily_streams"":1017295,""catalog_sources"":""spotify_2025_0_9m_features|spotify_114k|spotify_600k_historical|spotify_zenodo_0_9m""}"
7,Can't Help Falling In Love,Elvis Presley,[],If I Can Dream: Elvis Presley with the Royal Philharmonic Orchestra,2015-10-30,1961,"[""rock"",""rock-and-roll"",""rock-n-roll"",""rockabilly""]",,,,,,,spotify_streams,1358490022.0,streams,1358490022,Spotify,,55.6528454372104,6sE53f6saWW6AwB5V8Z47U,,,https://kworb.net/spotify/songs.html,2026-07-22,Metric snapshot/date label: 2026-07-22.,"{""era_bucket"":""1960s"",""era_rank"":7,""metric_snapshot_date"":""2026-07-22"",""streams_is_cumulative"":true,""daily_streams"":599201,""catalog_sources"":""spotify_114k|spotify_2025_0_9m_features|spotify_zenodo_0_9m|spotify_600k_historical""}"
8,My Girl,The Temptations,[],,,1965,"[""classic soul"",""funk"",""memphis soul"",""motown"",""soul""]",,,,,,,spotify_streams,1327038952.0,streams,1327038952,Spotify,,55.35577161622709,745H5CctFr12Mo7cqa1BMH,,,https://kworb.net/spotify/songs.html,2026-07-22,Metric snapshot/date label: 2026-07-22.,"{""era_bucket"":""1960s"",""era_rank"":8,""metric_snapshot_date"":""2026-07-22"",""streams_is_cumulative"":true,""daily_streams"":389927,""catalog_sources"":""spotify_114k|spotify_2025_0_9m_features|spotify_zenodo_0_9m|spotify_top10000_2023|spotify_600k_historical""}"
9,Bad Moon Rising,Creedence Clearwater Revival,[],,,1969,"[""album rock"",""classic rock"",""country"",""country rock"",""rock"",""southern rock"",""swamp rock""]",,,,,,,spotify_streams,1222429898.0,streams,1222429898,Spotify,,55.26435255249397,3h39RyWGw1toh9dpSeNbdE,,,https://kworb.net/spotify/songs.html,2026-07-22,Metric snapshot/date label: 2026-07-22.,"{""era_bucket"":""1960s"",""era_rank"":9,""metric_snapshot_date"":""2026-07-22"",""streams_is_cumulative"":true,""daily_streams"":399830,""catalog_sources"":""spotify_zenodo_0_9m|spotify_top10000_2023|spotify_2025_0_9m_features|spotify_600k_historical|spotify_114k""}"
10,House of the Rising Sun,The Animals,[],"San Francisco Nights (feat. Eric Burdon, John Steel, Alan Price)",2008-08-01,1964,"[""album rock"",""blues"",""british"",""british invasion"",""classic rock"",""folk"",""hard rock"",""protopunk"",""psych-rock"",""psychedelic rock"",""rock""]",,,,,,,spotify_streams,1423141373.0,streams,1423141373,Spotify,,54.506875680021786,7BY005dacJkbO6EPiOh2wb,,,https://kworb.net/spotify/songs.html,2026-07-22,Metric snapshot/date label: 2026-07-22.,"{""era_bucket"":""1960s"",""era_rank"":10,""metric_snapshot_date"":""2026-07-22"",""streams_is_cumulative"":true,""daily_streams"":642675,""catalog_sources"":""spotify_114k|spotify_zenodo_0_9m|spotify_2025_0_9m_features|spotify_600k_historical""}"
